first_name,second_name,time,year,distance,time_in_seconds
Sabrina ,Mockenhaupt,31:40.28,2006,10000-metres,1900.2
Anikó ,Kálovics,31:40.31,2003,10000-metres,1900.3
Ana Dulce ,Félix,31:40.60,2009,10000-metres,1900.6
Fernanda ,Ribeiro,31:40.80,2002,10000-metres,1900.8
Alla ,Zhilyaeva,31:40.97,2009,10000-metres,1900.9
Jennifer ,Rhines,31:41.16,2002,10000-metres,1901.1
Teyba ,Erkesso,31:41.26,2004,10000-metres,1901.2
Eloise ,Wellings,31:41.31,2011,10000-metres,1901.3
Miwako ,Yamanaka,31:41.33,2002,10000-metres,1901.3
Yuki ,Saito,31:41.49,2004,10000-metres,1901.4
Kate ,Avery,31:41.44,2015,10000-metres,1901.4
Natasha ,Wodak,31:41.59,2015,10000-metres,1901.5
Sule ,Utura,31:41.54,2012,10000-metres,1901.5
Julia Mumbi ,Muraga,31:41.72,2006,10000-metres,1901.7
Ayumi ,Hagiwara,31:41.80,2014,10000-metres,1901.8
Julia ,Bleasdale,31:42.02,2014,10000-metres,1902.0
Yoko ,Shibui,31:42.01,2003,10000-metres,1902.0
Esther ,Chemtai,31:42.06,2013,10000-metres,1902.0
Caroline ,Nyakagwa,31:42.25,2012,10000-metres,1902.2
Huina ,Xing,31:42.58,2002,10000-metres,1902.5
Megumi ,Oshima,31:42.74,2002,10000-metres,1902.7
Ana ,Dias,31:42.94,2009,10000-metres,1902.9
Bezunesh ,Bekele,31:42.91,2006,10000-metres,1902.9
Almensh ,Belete,31:43.05,2014,10000-metres,1903.0
Haley ,McGregor,31:43.14,2003,10000-metres,1903.1
Merima ,Denboba,31:43.28,2000,10000-metres,1903.2
Fatima ,Yvelain,31:43.29,2000,10000-metres,1903.2
Karolina ,Jarzynska,31:43.51,2013,10000-metres,1903.5
Alena ,Samokhvalova,31:43.51,2003,10000-metres,1903.5
Yingying ,Zhu,31:44.28,2009,10000-metres,1904.2
Teresa ,Recio,31:44.3,2000,10000-metres,1904.3
Sally Jepkosgei ,Kipyego,31:44.42,2015,10000-metres,1904.4
Sabrina ,Mockenhaupt,31:44.52,2011,10000-metres,1904.5
Mao ,Kiyota,31:44.79,2015,10000-metres,1904.7
Courtney ,Babcock,31:44.74,2003,10000-metres,1904.7
Ana Dulce ,Félix,31:44.75,2012,10000-metres,1904.7
Meryem ,Erdogan,31:44.86,2010,10000-metres,1904.8
Riko ,Matsuzaki,31:44.86,2015,10000-metres,1904.8
Irina ,Mikitenko,31:44.82,2006,10000-metres,1904.8
Yoshiko ,Ichikawa,31:44.87,2002,10000-metres,1904.8
Christelle ,Daunay,31:44.84,2011,10000-metres,1904.8
Doricah Obare ,Kerubo,31:44.92,2013,10000-metres,1904.9
Evelyne Wambui ,Nganga,31:45.00,2007,10000-metres,1905.0
Hayley ,Yelling,31:45.14,2004,10000-metres,1905.1
Brenda ,Flores,31:45.16,2015,10000-metres,1905.1
Nadia ,Ejjafini,31:45.14,2012,10000-metres,1905.1
Doricah Obare ,Kerubo,31:45.24,2014,10000-metres,1905.2
Ayumi ,Hagiwara,31:45.29,2013,10000-metres,1905.2
Mari ,Ozaki,31:45.48,2006,10000-metres,1905.4
Chaofeng ,Jia,31:45.67,2009,10000-metres,1905.6
María Luisa ,Larraga,31:45.85,2002,10000-metres,1905.8
Hikari ,Yoshimoto,31:45.82,2011,10000-metres,1905.8
Takako ,Kotorida,31:45.84,2003,10000-metres,1905.8
Bezunesh ,Bekele,31:45.98,2007,10000-metres,1905.9
Nathalie ,de Vos,31:45.94,2006,10000-metres,1905.9
Ashu ,Kasim,31:46.05,2007,10000-metres,1906.0
Kimberley ,Smith,31:46.37,2013,10000-metres,1906.3
Kazue ,Ogoshi,31:46.31,2002,10000-metres,1906.3
Griselda ,González,31:46.4,2000,10000-metres,1906.4
Jordan ,Hasay,31:46.42,2013,10000-metres,1906.4
Krisztina ,Papp,31:46.47,2010,10000-metres,1906.4
Marisol ,Romero,31:46.43,2013,10000-metres,1906.4
Mari ,Ozaki,31:46.57,2003,10000-metres,1906.5
Ayumi ,Hagiwara,31:46.58,2015,10000-metres,1906.5
Kara ,Goucher,31:46.64,2013,10000-metres,1906.6
Lanni ,Marchant,31:46.94,2015,10000-metres,1906.9
Megumi ,Oshima,31:47.00,2003,10000-metres,1907.0
Kseniya ,Agafonova,31:47.14,2007,10000-metres,1907.1
Christelle ,Daunay,31:47.19,2009,10000-metres,1907.1
Mari ,Ozaki,31:47.47,2004,10000-metres,1907.4
Merima ,Denboba,31:47.53,2003,10000-metres,1907.5
Kayo ,Sugihara,31:47.60,2006,10000-metres,1907.6
Olivera ,Jevtic,31:47.82,2002,10000-metres,1907.8
Gunhild ,Haugen,31:47.89,2000,10000-metres,1907.8
Kazue ,Ogoshi,31:47.88,2004,10000-metres,1907.8
Alena ,Samokhvalova,31:48.05,2009,10000-metres,1908.0
Megumi ,Oshima,31:48.11,2006,10000-metres,1908.1
Ayuko ,Suzuki,31:48.18,2015,10000-metres,1908.1
Tomoko ,Hadori,31:48.12,2002,10000-metres,1908.1
Muluhabt ,Tsega,31:48.21,2013,10000-metres,1908.2
Eri ,Makikawa,31:48.22,2015,10000-metres,1908.2
Asha ,Gigi,31:48.31,2003,10000-metres,1908.3
Rei ,Ohara,31:48.31,2015,10000-metres,1908.3
Ana ,Dias,31:48.32,2003,10000-metres,1908.3
Molly ,Huddle,31:48.59,2010,10000-metres,1908.5
Magdalena ,Lewy-Boulet,31:48.58,2011,10000-metres,1908.5
Abebech ,Afework,31:48.53,2012,10000-metres,1908.5
Eyerusalem ,Kuma,31:48.60,2000,10000-metres,1908.6
Florence Jebet ,Kiplagat,31:48.6 A,2014,10000-metres,1908.6
Kim ,Conley,31:48.71,2014,10000-metres,1908.7
Yoko ,Shibui,31:48.87,2007,10000-metres,1908.8
Yoko ,Shibui,31:48.89,2000,10000-metres,1908.8
Yoshimi ,Ozaki,31:48.92,2006,10000-metres,1908.9
Harumi ,Hiroyama,31:49.15,2006,10000-metres,1909.1
Yuki ,Saito,31:49.29,2003,10000-metres,1909.2
Deena ,Kastor,31:49.23,2012,10000-metres,1909.2
Constantina ,Dita,31:49.47,2006,10000-metres,1909.4
Mara ,Yamauchi,31:49.40,2006,10000-metres,1909.4
Yelena ,Sokolova,31:49.47,2009,10000-metres,1909.4
Noriko ,Matsuoka,31:49.89,2006,10000-metres,1909.8
Alisha ,Williams,31:49.99,2015,10000-metres,1909.9
Mizuki ,Noguchi,31:50.13,2006,10000-metres,1910.1
Mizuki ,Noguchi,31:50.18,2002,10000-metres,1910.1
Alice Jemeli ,Timbilili,31:50.22,2000,10000-metres,1910.2
Preeja ,Sreedharan,31:50.47,2010,10000-metres,1910.4
Yoko ,Miyauchi,31:50.45,2007,10000-metres,1910.4
Noriko ,Matsuoka,31:50.53,2000,10000-metres,1910.5
Hiromi ,Ominami,31:50.89,2000,10000-metres,1910.8
Marie ,Yamagishi,31:50.93,2006,10000-metres,1910.9
Deena ,Kastor,31:51.05,2000,10000-metres,1911.0
Tirunesh ,Dibaba,31:51.39 A,2010,10000-metres,1911.3
Olha ,Skrypak,31:51.32,2012,10000-metres,1911.3
Betsy ,Saina,31:51.35,2015,10000-metres,1911.3
Gotytom ,Gebreslase,31:51.42,2013,10000-metres,1911.4
Kavita ,Tungar,31:51.44,2010,10000-metres,1911.4
Alia Saeed ,Mohammed,31:51.86,2014,10000-metres,1911.8
Elvan ,Abeylegesse,31:51.98,2009,10000-metres,1911.9
Joanne ,Pavey,31:51.91,2010,10000-metres,1911.9
Yuriko ,Kobayashi,31:51.91,2012,10000-metres,1911.9
Petra ,Wassiluk,31:52.2,2000,10000-metres,1912.2
Alia Saeed ,Mohammed,31:52.29,2015,10000-metres,1912.2
Marina ,Ivanova,31:52.37,2007,10000-metres,1912.3
Chiemi ,Takahashi,31:52.59,2000,10000-metres,1912.5
Rie ,Matsuoka,31:52.50,2000,10000-metres,1912.5
Ana Dulce ,Félix,31:52.55,2013,10000-metres,1912.5
Takako ,Kotorida,31:52.65,2002,10000-metres,1912.6
Lyudmila ,Petrova,31:52.75,2000,10000-metres,1912.7
Clémence ,Calvin,31:52.86,2014,10000-metres,1912.8
Changqin ,Ding,31:53.09,2014,10000-metres,1913.0
Shitaye ,Eshete,31:53.27,2010,10000-metres,1913.2
Philes Moora ,Ongori,31:53.46,2009,10000-metres,1913.4
Kasumi ,Nishihara,31:53.69,2014,10000-metres,1913.6
Constantina ,Dita,31:53.61,2002,10000-metres,1913.6
Rosa ,Morató,31:54.16,2010,10000-metres,1914.1
Ana ,Dias,31:54.24,2002,10000-metres,1914.2
Mattie ,Suver,31:54.43,2015,10000-metres,1914.4
Kayo ,Sugihara,31:54.59,2007,10000-metres,1914.5
Gema ,Barrachina,31:54.64,2010,10000-metres,1914.6
Mika ,Yoshikawa,31:55.06,2011,10000-metres,1915.0
Xueqin ,Wang,31:55.31,2011,10000-metres,1915.3
Tirunesh ,Dibaba,31:55.41,2007,10000-metres,1915.4
Jessica ,Augusto,31:55.56,2014,10000-metres,1915.5
Mojie ,Cao,31:55.66,2013,10000-metres,1915.6
Julia Mumbi ,Muraga,31:55.73,2007,10000-metres,1915.7
Yuka ,Takashima,31:55.81,2014,10000-metres,1915.8
Natalya ,Popkova,31:55.83,2012,10000-metres,1915.8
Sabrina ,Mockenhaupt,31:56.09,2007,10000-metres,1916.0
Rina ,Yamazaki,31:56.11,2014,10000-metres,1916.1
Nora Leticia ,Rocha,31:56.61,2007,10000-metres,1916.6
Inés ,Melchor,31:56.62,2015,10000-metres,1916.6
Sally Jepkosgei ,Kipyego,31:56.72,2007,10000-metres,1916.7
Ruihuan ,Liu,31:56.80,2013,10000-metres,1916.8
Deena ,Kastor,31:57.00,2007,10000-metres,1917.0
Gunhild ,Haugen,31:57.02,2002,10000-metres,1917.0
Yukiko ,Akaba,31:57.44,2009,10000-metres,1917.4
Liz ,Yelling,31:58.39,2002,10000-metres,1918.3
Xiaoli ,Jiang,31:58.34,2013,10000-metres,1918.3
Marie ,Davenport,31:59.29,2002,10000-metres,1919.2
Nami ,Kurosawa,31:59.36,2002,10000-metres,1919.3
Alina ,Gherasim,31:59.32,2002,10000-metres,1919.3
Linet Chepkwemoi ,Masai,31:59.36 A,2010,10000-metres,1919.3
Pauline Chemning ,Korikwiang,31:59.5 A,2011,10000-metres,1919.5
Chunxiu ,Zhou,31:59.93,2009,10000-metres,1919.9
Hanae ,Tanaka,32:00.15,2014,10000-metres,1920.1
Eri ,Makikawa,32:00.25,2014,10000-metres,1920.2
Sonja ,Stolic,32:00.55,2002,10000-metres,1920.5
Leah Jemeli ,Malot,32:00.78,2002,10000-metres,1920.7
Sara ,Moreira,32:01.42,2014,10000-metres,1921.4
Alina ,Prokopeva,32:01.57,2009,10000-metres,1921.5
Yukari ,Sahaku,32:01.80,2009,10000-metres,1921.8
Gulshat ,Fazlitdinova,32:01.83,2013,10000-metres,1921.8
Christelle ,Daunay,32:02.04,2010,10000-metres,1922.0
Natalya ,Puchkova,32:02.67,2013,10000-metres,1922.6
Alina ,Prokopeva,32:02.92,2013,10000-metres,1922.9
Elena ,Nagovitsyna,32:02.99,2013,10000-metres,1922.9
Sharon Jemutai ,Cherop,32:03.0 A,2011,10000-metres,1923.0
Trihas ,Gebre,32:03.39,2013,10000-metres,1923.3
Sairi ,Maeda,32:03.43,2014,10000-metres,1923.4
Karolina ,Jarzynska,32:03.57,2014,10000-metres,1923.5
Flomena Cheyech ,Daniel,32:03.76,2009,10000-metres,1923.7
Mari ,Ozaki,32:04.26,2009,10000-metres,1924.2
Yasuko ,Hashimoto,32:04.27,2002,10000-metres,1924.2
Christelle ,Daunay,32:04.44,2013,10000-metres,1924.4
Misaki ,Kato,32:05.87,2014,10000-metres,1925.8
Kasumi ,Nishihara,32:05.88,2013,10000-metres,1925.8
Amy ,Begley,32:06.45,2010,10000-metres,1926.4
Elizabeth Chepkanan ,Rumokol,32:06.6 A,2009,10000-metres,1926.6
Yuka ,Takashima,32:06.70,2013,10000-metres,1926.7
Kumi ,Tanabe,32:06.70,2002,10000-metres,1926.7
Sayuri ,Oka,32:06.79,2013,10000-metres,1926.7
Desireé ,Linden,32:06.85,2010,10000-metres,1926.8
Risa ,Takenaka,32:07.08,2014,10000-metres,1927.0
Aliphine Chepkerker ,Bolton,32:07.20,2013,10000-metres,1927.2
Galina ,Ivanova,32:07.38,2009,10000-metres,1927.3
Mai ,Ito,32:07.41,2013,10000-metres,1927.4
Yuko ,Shimizu,32:07.70,2013,10000-metres,1927.7
Rie ,Matsuoka,32:08.03,2002,10000-metres,1928.0
Katie ,McGregor,32:08.04,2009,10000-metres,1928.0
Eloise ,Wellings,32:08.32,2010,10000-metres,1928.3
Sabrina ,Mockenhaupt,32:08.52,2002,10000-metres,1928.5
Rei ,Ohara,32:08.73,2013,10000-metres,1928.7
Joyce ,Chepkirui,32:09.35,2014,10000-metres,1929.3
Fatima ,Yvelain,32:09.82,2002,10000-metres,1929.8
Xueqin ,Wang,32:09.95,2013,10000-metres,1929.9
Yuko ,Mizuguchi,32:10.15,2013,10000-metres,1930.1
Emily Chebet ,Muge,32:10.82,2014,10000-metres,1930.8
Joanne ,Pavey,32:11.04,2014,10000-metres,1931.0
Chieko ,Kido,32:11.21,2014,10000-metres,1931.2
Elena ,Nagovitsyna,32:11.63,2014,10000-metres,1931.6
Jip ,Vastenburg,32:11.90,2014,10000-metres,1931.9
Mao ,Kiyota,32:12.27,2014,10000-metres,1932.2
Sitora ,Hamidova,32:12.54,2014,10000-metres,1932.5
Miho ,Shimizu,32:14.44,2014,10000-metres,1934.4
Valentina ,Galimova,32:14.82,2014,10000-metres,1934.8
Kotomi ,Takayama,32:15.20,2014,10000-metres,1935.2
Miho ,Ihara,32:15.42,2014,10000-metres,1935.4
Rachel ,Ward,32:15.85,2014,10000-metres,1935.8
Mai ,Ito,32:15.91,2010,10000-metres,1935.9
Viktoriia ,Poliudina,32:16.34,2010,10000-metres,1936.3
Ryoko ,Kizaki,32:16.40,2010,10000-metres,1936.4
Elinor ,Kirk,32:17.05,2014,10000-metres,1937.0
Yuki  ,Mitsunobu  ,32:17.24,2014,10000-metres,1937.2
Aberu ,Kebede,32:17.74,2010,10000-metres,1937.7
Amy ,Cragg,32:18.81,2014,10000-metres,1938.8
Noriko ,Matsuoka,32:18.90,2010,10000-metres,1938.9
Carla Salomé ,Rocha,32:19.98,2014,10000-metres,1939.9
Zakia ,Mrisho,32:20.47,2010,10000-metres,1940.4
Emma ,Bates,32:20.83,2014,10000-metres,1940.8
Tejitu ,Daba,32:21.29,2010,10000-metres,1941.2
Chaofeng ,Jia,32:21.74,2014,10000-metres,1941.7
Yuka ,Takashima,32:22.93,2010,10000-metres,1942.9
Freya ,Ross,32:23.44,2010,10000-metres,1943.4
Yelena ,Sokolova,32:24.09,2010,10000-metres,1944.0
Kaori ,Urata,32:24.46,2010,10000-metres,1944.4
Fernanda ,Ribeiro,32:25.61,2010,10000-metres,1945.6
Yukiko ,Akaba,32:26.25,2010,10000-metres,1946.2
Amy ,Cragg,32:28.77,2010,10000-metres,1948.7
Feyse ,Tadese,32:29.07,2010,10000-metres,1949.0
Flomena Cheyech ,Daniel,32:29.24,2010,10000-metres,1949.2
Doris Chepkwemoi ,Changeiywo,32:29.46 A,2010,10000-metres,1949.4
Wude ,Ayalew,32:29.92 A,2010,10000-metres,1949.9
