"first_name","second_name","time","year","distance"
"Doricah Obare ","Kerubo","31:44.92","2013","10000-metres"
"Ayumi ","Hagiwara","31:45.29","2013","10000-metres"
"Kimberley ","Smith","31:46.37","2013","10000-metres"
"Jordan ","Hasay","31:46.42","2013","10000-metres"
"Marisol ","Romero","31:46.43","2013","10000-metres"
"Kara ","Goucher","31:46.64","2013","10000-metres"
"Muluhabt ","Tsega","31:48.21","2013","10000-metres"
"Gotytom ","Gebreslase","31:51.42","2013","10000-metres"
"Ana Dulce ","Félix","31:52.55","2013","10000-metres"
"Mojie ","Cao","31:55.66","2013","10000-metres"
"Ruihuan ","Liu","31:56.80","2013","10000-metres"
"Xiaoli ","Jiang","31:58.34","2013","10000-metres"
"Gulshat ","Fazlitdinova","32:01.83","2013","10000-metres"
"Natalya ","Puchkova","32:02.67","2013","10000-metres"
"Alina ","Prokopeva","32:02.92","2013","10000-metres"
"Elena ","Nagovitsyna","32:02.99","2013","10000-metres"
"Trihas ","Gebre","32:03.39","2013","10000-metres"
"Christelle ","Daunay","32:04.44","2013","10000-metres"
"Kasumi ","Nishihara","32:05.88","2013","10000-metres"
"Yuka ","Takashima","32:06.70","2013","10000-metres"
"Sayuri ","Oka","32:06.79","2013","10000-metres"
"Aliphine Chepkerker ","Bolton","32:07.20","2013","10000-metres"
"Mai ","Ito","32:07.41","2013","10000-metres"
"Yuko ","Shimizu","32:07.70","2013","10000-metres"
"Rei ","Ohara","32:08.73","2013","10000-metres"
"Xueqin ","Wang","32:09.95","2013","10000-metres"
"Yuko ","Mizuguchi","32:10.15","2013","10000-metres"
"Sally Jepkosgei ","Kipyego","30:42.26","2014","10000-metres"
"Molly ","Huddle","30:47.59","2014","10000-metres"
"Betsy ","Saina","30:57.30","2014","10000-metres"
"Selly Chepyego ","Kaptich","31:28.07","2014","10000-metres"
"Selly Chepyego ","Kaptich","31:38.54","2014","10000-metres"
"Jordan ","Hasay","31:39.67","2014","10000-metres"
"Ayumi ","Hagiwara","31:41.80","2014","10000-metres"
"Julia ","Bleasdale","31:42.02","2014","10000-metres"
"Almensh ","Belete","31:43.05","2014","10000-metres"
"Doricah Obare ","Kerubo","31:45.24","2014","10000-metres"
"Florence Jebet ","Kiplagat","31:48.6 A","2014","10000-metres"
"Kim ","Conley","31:48.71","2014","10000-metres"
"Ayumi ","Hagiwara","31:50.85","2014","10000-metres"
"Alia Saeed ","Mohammed","31:51.86","2014","10000-metres"
"Clémence ","Calvin","31:52.86","2014","10000-metres"
"Changqin ","Ding","31:53.09","2014","10000-metres"
"Kasumi ","Nishihara","31:53.69","2014","10000-metres"
"Jessica ","Augusto","31:55.56","2014","10000-metres"
"Ayumi ","Hagiwara","31:55.67","2014","10000-metres"
"Yuka ","Takashima","31:55.81","2014","10000-metres"
"Rina ","Yamazaki","31:56.11","2014","10000-metres"
"Yuka ","Takashima","31:56.81","2014","10000-metres"
"Jessica ","Augusto","31:57.02","2014","10000-metres"
"Doricah Obare ","Kerubo","31:58.71","2014","10000-metres"
"Hanae ","Tanaka","32:00.15","2014","10000-metres"
"Eri ","Makikawa","32:00.25","2014","10000-metres"
"Sara ","Moreira","32:01.42","2014","10000-metres"
"Sairi ","Maeda","32:03.43","2014","10000-metres"
"Karolina ","Jarzynska","32:03.57","2014","10000-metres"
"Misaki ","Kato","32:05.87","2014","10000-metres"
"Risa ","Takenaka","32:07.08","2014","10000-metres"
"Joyce ","Chepkirui","32:09.35","2014","10000-metres"
"Emily Chebet ","Muge","32:10.82","2014","10000-metres"
"Joanne ","Pavey","32:11.04","2014","10000-metres"
"Chieko ","Kido","32:11.21","2014","10000-metres"
"Elena ","Nagovitsyna","32:11.63","2014","10000-metres"
"Jip ","Vastenburg","32:11.90","2014","10000-metres"
"Mao ","Kiyota","32:12.27","2014","10000-metres"
"Sitora ","Hamidova","32:12.54","2014","10000-metres"
"Miho ","Shimizu","32:14.44","2014","10000-metres"
"Valentina ","Galimova","32:14.82","2014","10000-metres"
"Kotomi ","Takayama","32:15.20","2014","10000-metres"
"Miho ","Ihara","32:15.42","2014","10000-metres"
"Rachel ","Ward","32:15.85","2014","10000-metres"
"Elinor ","Kirk","32:17.05","2014","10000-metres"
"Yuki  ","Mitsunobu  ","32:17.24","2014","10000-metres"
"Amy ","Cragg","32:18.81","2014","10000-metres"
"Carla Salomé ","Rocha","32:19.98","2014","10000-metres"
"Emma ","Bates","32:20.83","2014","10000-metres"
"Chaofeng ","Jia","32:21.74","2014","10000-metres"
"Gelete ","Burka","30:49.68","2015","10000-metres"
"Alemitu ","Heroye","30:50.83","2015","10000-metres"
"Belaynesh ","Oljira","30:53.69","2015","10000-metres"
"Mamitu ","Daska","30:55.56","2015","10000-metres"
"Wude ","Ayalew","30:58.03","2015","10000-metres"
"Netsanet ","Gudeta","31:06.53","2015","10000-metres"
"Gelete ","Burka","31:08.16","2015","10000-metres"
"Genet ","Yalew","31:08.82","2015","10000-metres"
"Shalane ","Flanagan","31:09.02","2015","10000-metres"
"Sara ","Moreira","31:12.93","2015","10000-metres"
"Vivian Jepkemoi ","Cheruiyot","31:13.29","2015","10000-metres"
"Ababel ","Yeshaneh","31:23.60","2015","10000-metres"
"Alice Aprot ","Nawowuna","31:24.18","2015","10000-metres"
"Susan ","Kuijken","31:31.97","2015","10000-metres"
"Buze ","Diriba","31:33.27","2015","10000-metres"
"Ana Dulce ","Félix","31:34.17","2015","10000-metres"
"Jip ","Vastenburg","31:35.48","2015","10000-metres"
"Gladys Chesir ","Kiptagelai","31:36.87","2015","10000-metres"
"Yuka ","Takashima","31:37.32","2015","10000-metres"
"Emily ","Sisson","31:38.03","2015","10000-metres"
"Gelete ","Burka","31:38.33","2015","10000-metres"
"Emily ","Infeld","31:38.71","2015","10000-metres"
"Molly ","Huddle","31:39.20","2015","10000-metres"
"Wude ","Ayalew","31:39.81","2015","10000-metres"
"Vivian Jepkemoi ","Cheruiyot","31:41.31","2015","10000-metres"
"Kate ","Avery","31:41.44","2015","10000-metres"
"Natasha ","Wodak","31:41.59","2015","10000-metres"
"Gelete ","Burka","31:41.77","2015","10000-metres"
"Shalane ","Flanagan","31:42.29","2015","10000-metres"
"Emily ","Infeld","31:42.60","2015","10000-metres"
"Emily ","Infeld","31:43.49","2015","10000-metres"
"Molly ","Huddle","31:43.58","2015","10000-metres"
"Sally Jepkosgei ","Kipyego","31:44.42","2015","10000-metres"
"Mao ","Kiyota","31:44.79","2015","10000-metres"
"Riko ","Matsuzaki","31:44.86","2015","10000-metres"
"Brenda ","Flores","31:45.16","2015","10000-metres"
"Shalane ","Flanagan","31:46.23","2015","10000-metres"
"Ayumi ","Hagiwara","31:46.58","2015","10000-metres"
"Lanni ","Marchant","31:46.94","2015","10000-metres"
"Ayuko ","Suzuki","31:48.18","2015","10000-metres"
"Eri ","Makikawa","31:48.22","2015","10000-metres"
"Rei ","Ohara","31:48.31","2015","10000-metres"
"Alemitu ","Heroye","31:49.73","2015","10000-metres"
"Alisha ","Williams","31:49.99","2015","10000-metres"
"Betsy ","Saina","31:51.35","2015","10000-metres"
"Alia Saeed ","Mohammed","31:52.29","2015","10000-metres"
"Belaynesh ","Oljira","31:53.01","2015","10000-metres"
"Susan ","Kuijken","31:54.32","2015","10000-metres"
"Mattie ","Suver","31:54.43","2015","10000-metres"
"Inés ","Melchor","31:56.62","2015","10000-metres"
"Almaz ","Ayana","29:17.45","2016","10000-metres"
"Vivian Jepkemoi ","Cheruiyot","29:32.53","2016","10000-metres"
"Tirunesh ","Dibaba","29:42.56","2016","10000-metres"
"Alice Aprot ","Nawowuna","29:53.51","2016","10000-metres"
"Almaz ","Ayana","30:07.00","2016","10000-metres"
"Betsy ","Saina","30:07.78","2016","10000-metres"
"Molly ","Huddle","30:13.17","2016","10000-metres"
"Yasemin ","Can","30:26.41","2016","10000-metres"
"Gelete ","Burka","30:26.66","2016","10000-metres"
"Alice Aprot ","Nawowuna","30:26.94","2016","10000-metres"
"Gelete ","Burka","30:28.47","2016","10000-metres"
"Tirunesh ","Dibaba","30:28.53","2016","10000-metres"
"Netsanet ","Gudeta","30:36.75","2016","10000-metres"
"Genet ","Yalew","30:37.38","2016","10000-metres"
"Senbere ","Teferi","30:40.59","2016","10000-metres"
"Belaynesh ","Oljira","30:50.25","2016","10000-metres"
"Ababel ","Yeshaneh","30:54.12","2016","10000-metres"
"Tadelech ","Bekele","30:54.61","2016","10000-metres"
"Netsanet ","Gudeta","30:56.26","2016","10000-metres"
"Genet ","Yalew","30:58.26","2016","10000-metres"
"Belaynesh ","Oljira","31:04.59","2016","10000-metres"
"Alia Saeed ","Mohammed","31:10.25","2016","10000-metres"
"Yasemin ","Can","31:12.86","2016","10000-metres"
